name,text
Rectal cancer,"Rectal cancer is a type of cancer that occurs in the cells of the rectum, which is the last section of the large intestine. Symptoms: Bleeding from the rectum, Changes in bowel habits, Abdominal pain or discomfort, Weakness and fatigue, Unintended weight loss. Treatments: Surgery, Radiation therapy, Chemotherapy, Targeted therapy."
Sciatica,"Sciatica is a type of pain that affects the sciatic nerve, which runs from the lower back down to the legs and feet. Symptoms: Pain in the lower back, buttocks, and legs, Numbness or tingling in the legs or feet, Weakness in the legs, Difficulty walking. Treatments: Physical therapy, Pain medication, Steroid injections, Surgery."
Skin cancer,"Skin cancer is a type of cancer that occurs in the cells of the skin. Symptoms: Changes in the appearance of moles or other skin lesions, A new growth on the skin, A sore that doesn't heal, Pain, itching, or bleeding on the skin. Treatments: Surgery, Radiation therapy, Chemotherapy, Immunotherapy."
Spinal stenosis,"Spinal stenosis is a narrowing of the spaces within the spine, which can put pressure on the nerves that travel through the spine. Symptoms: Pain or numbness in the legs or arms, Weakness in the legs or arms, Difficulty walking or maintaining balance, Loss of bowel or bladder control. Treatments: Physical therapy, Pain medication, Steroid injections, Surgery."
Stomach cancer,"Stomach cancer is a type of cancer that occurs in the cells of the stomach. Symptoms: Abdominal pain or discomfort, Nausea or vomiting, Loss of appetite, Unintended weight loss, Feeling full after eating small amounts of food. Treatments: Surgery, Radiation therapy, Chemotherapy, Targeted therapy."
Testicular cancer,"Testicular cancer occurs when abnormal cells in the testicles grow and divide uncontrollably, forming a mass or tumor. Symptoms: A painless lump or swelling in the testicle, A feeling of heaviness in the scrotum, A dull ache in the abdomen or groin. Treatments: Surgery to remove the affected testicle (orchiectomy), Radiation therapy, Chemotherapy."
Thyroid cancer,"Thyroid cancer is a type of cancer that starts in the cells of the thyroid gland, which is located in the front of the neck. Symptoms: A lump or swelling in the neck, Pain in the neck or throat, Difficulty swallowing or breathing. Treatments: Surgery to remove all or part of the thyroid gland, Radiation therapy, Chemotherapy."
Tinnitus,"Tinnitus is a condition where a person hears a ringing, buzzing, or other noise in one or both ears that is not caused by an external sound. Symptoms: Ringing, buzzing, or other noise in the ears, Difficulty sleeping or concentrating, Anxiety or depression. Treatments: Identifying and treating underlying causes (e.g., earwax buildup, high blood pressure), Using a white noise machine or other sound therapy, Counseling or therapy to help manage anxiety or depression."
Uterine cancer,"Uterine cancer is a type of cancer that starts in the cells of the uterus (womb), which is a hollow organ in the female reproductive system. Symptoms: Abnormal vaginal bleeding (e.g., bleeding between periods, after menopause), Pelvic pain or pressure, Pain during sex. Treatments: Surgery to remove the uterus (hysterectomy) and/or other affected organs, Radiation therapy, Chemotherapy."
Venous insufficiency,"Venous insufficiency is a condition where the veins in the legs are unable to pump blood back up to the heart effectively, leading to swelling, pain, and other symptoms. Symptoms: Swelling in the legs, ankles, or feet, Pain, aching, or cramping in the legs, Skin changes (e.g., discoloration, thickening, ulcers). Treatments: Wearing compression stockings, Elevating the legs when sitting or lying down, Medications to improve blood flow or prevent blood clots."
Vertigo,"Vertigo is a sensation of spinning dizziness that can occur without any movement. It is often caused by problems with the inner ear or brain. Symptoms: Dizziness, Balance problems, Nausea or vomiting, Headache, Sweating, Ringing in the ears. Treatments: Medications to relieve symptoms, Vestibular rehabilitation therapy, Surgery (in severe cases)."
Vitiligo,"Vitiligo is a condition that causes the skin to lose its pigment, resulting in white patches on the skin. It occurs when the cells that produce pigment in the skin are destroyed. Symptoms: White patches on the skin, Premature whitening of hair on scalp, eyelashes, eyebrows or beard, Loss of color inside the mouth, Loss or change in color of the retina. Treatments: Topical corticosteroids, Topical calcineurin inhibitors, Narrowband ultraviolet B (NB-UVB) therapy, Excimer laser, Depigmentation (in severe cases)."
Whiplash,"Whiplash is a neck injury that occurs when the head is suddenly jerked backward and then forward, causing damage to the soft tissues in the neck. Symptoms: Neck pain and stiffness, Headache, Shoulder pain, Dizziness, Fatigue, Difficulty concentrating. Treatments: Pain medication, Physical therapy, Chiropractic care, Muscle relaxants, Corticosteroid injections, Surgery (in rare cases)."
Wilson's disease,"Wilson's disease is a rare genetic disorder that causes copper to accumulate in the liver, brain and other organs. This can lead to liver disease, neurological problems and psychiatric symptoms. Symptoms: Fatigue, Abdominal pain, Jaundice, Tremors, Difficulty speaking or swallowing, Psychiatric symptoms (e.g. depression, anxiety, psychosis). Treatments: Chelation therapy, Zinc therapy, Liver transplant (in severe cases)."
Yeast infection,"A yeast infection is a common fungal infection caused by the overgrowth of the Candida fungus. Symptoms: Vaginal itching, Burning sensation during urination, Pain during sexual intercourse, Swelling and redness of the vulva, White, thick, odorless vaginal discharge with a cottage cheese-like appearance. Treatments: Antifungal creams, ointments, or suppositories, Antifungal oral medications, Boric acid suppositories, Probiotics."
Zika virus infection,"Zika virus is a mosquito-borne virus that can cause mild to severe symptoms, including fever, rash, joint pain, and red eyes. It can also cause birth defects in infants born to infected mothers. Symptoms: Fever, Rash, Joint pain, Red eyes (conjunctivitis), Muscle pain, Headache. Treatments: Rest, Fluids, Pain relievers, Avoiding mosquito bites, Pregnant women should avoid travel to areas with ongoing Zika virus outbreaks."
greeting," Symptoms: Hi, Hey, How are you, Is anyone there?, Hello, Good day. Treatments: Hey :-), Hello, thanks for visiting, Hi there!."
goodbye," Symptoms: Bye, See you later, Goodbye. Treatments: See you later, thanks for visiting, Have a nice day, Bye! Come back again soon.."
thanks," Symptoms: thank you, thanks, appreciate it. Treatments: You're welcome! It was my pleasure to help., No problem! Glad I could be of assistance., You're welcome! Let me know if you need help with anything else.."
about_you," Symptoms: who are you, what are you, tell me about yourself, what can you do, help, need help, can you help me. Treatments: I'm Pulse, a symptom checker and healthcare assistant. I'm here to help you identify and better understand your symptoms, and provide you with personalized guidance on next steps.."
